#lambda    Y-band    J-band    H-band
1951         0.00016   0.00034   0.00026
1952         0.00015   0.00034   0.00025
1953         0.00015   0.00035   0.00024
1954         0.00015   0.00036   0.00023
1955         0.00014   0.00037   0.00023
1956         0.00014   0.00037   0.00022
1957         0.00014   0.00038   0.00021
1958         0.00014   0.00038   0.00020
1959         0.00015   0.00037   0.00019
1960         0.00015   0.00037   0.00018
1961         0.00015   0.00036   0.00018
1962         0.00015   0.00035   0.00017
1963         0.00015   0.00035   0.00017
1964         0.00016   0.00034   0.00016
1965         0.00016   0.00034   0.00016
1966         0.00016   0.00033   0.00015
1967         0.00016   0.00033   0.00015
1968         0.00015   0.00031   0.00014
1969         0.00015   0.00030   0.00014
1970         0.00015   0.00028   0.00013
1971         0.00014   0.00027   0.00013
1972         0.00014   0.00026   0.00012
1973         0.00014   0.00025   0.00012
1974         0.00013   0.00024   0.00011
1975         0.00013   0.00023   0.00011
1976         0.00012   0.00022   0.00011
1977         0.00012   0.00022   0.00010
1978         0.00012   0.00021   0.00010
1979         0.00011   0.00020   0.00010
1980         0.00011   0.00020   0.00009
1981         0.00011   0.00019   0.00009
1982         0.00010   0.00018   0.00009
1983         0.00013   0.00018   0.00008
1984         0.00020   0.00017   0.00008
1985         0.00028   0.00017   0.00008
1986         0.00035   0.00016   0.00008
1987         0.00042   0.00016   0.00007
1988         0.00049   0.00016   0.00007
1989         0.00056   0.00015   0.00007
1990         0.00064   0.00015   0.00007
1991         0.00071   0.00015   0.00006
1992         0.00078   0.00015   0.00006
1993         0.00085   0.00014   0.00006
1994         0.00093   0.00014   0.00006
1995         0.00100   0.00014   0.00006
1996         0.00107   0.00014   0.00005
1997         0.00114   0.00014   0.00005
1998         0.00121   0.00014   0.00005
1999         0.00129   0.00014   0.00005
2000         0.00136   0.00014   0.00005
2001         0.00143   0.00013   0.00005
2002         0.00150   0.00013   0.00004
2003         0.00158   0.00013   0.00004
2004         0.00165   0.00013   0.00004
2005         0.00172   0.00013   0.00004
2006         0.00179   0.00013   0.00004
2007         0.00170   0.00013   0.00004
2008         0.00162   0.00013   0.00004
2009         0.00154   0.00014   0.00004
2010         0.00146   0.00014   0.00003
2011         0.00137   0.00014   0.00003
2012         0.00129   0.00014   0.00003
2013         0.00121   0.00015   0.00003
2014         0.00113   0.00015   0.00003
2015         0.00105   0.00015   0.00003
2016         0.00096   0.00016   0.00003
2017         0.00088   0.00016   0.00003
2018         0.00080   0.00016   0.00003
2019         0.00072   0.00017   0.00003
2020         0.00063   0.00017   0.00002
2021         0.00055   0.00017   0.00002
2022         0.00047   0.00018   0.00002
2023         0.00039   0.00018   0.00002
2024         0.00030   0.00019   0.00002
2025         0.00022   0.00019   0.00002
2026         0.00014   0.00020   0.00002
2027         0.00006   0.00020   0.00002
2028         0.00001   0.00021   0.00002
2029         0.00001   0.00022   0.00002
2030         0.00001   0.00022   0.00002
2031         0.00001   0.00023   0.00002
2032         0.00001   0.00024   0.00002
2033         0.00001   0.00024   0.00002
2034         0.00001   0.00025   0.00002
2035         0.00001   0.00026   0.00002
2036         0.00001   0.00026   0.00002
2037         0.00001   0.00027   0.00002
2038         0.00001   0.00028   0.00002
2039         0.00001   0.00028   0.00002
2040         0.00001   0.00029   0.00002
2041         0.00001   0.00029   0.00001
2042         0.00001   0.00029   0.00001
2043         0.00001   0.00029   0.00001
2044         0.00001   0.00029   0.00001
2045         0.00001   0.00029   0.00001
2046         0.00001   0.00029   0.00001
2047         0.00001   0.00030   0.00001
2048         0.00001   0.00030   0.00001
2049         0.00001   0.00030   0.00001
2050         0.00001   0.00030   0.00001
2051         0.00001   0.00030   0.00001
2052         0.00001   0.00030   0.00001
2053         0.00001   0.00029   0.00001
2054         0.00001   0.00029   0.00001
2055         0.00001   0.00029   0.00001
2056         0.00001   0.00028   0.00001
2057         0.00001   0.00028   0.00001
2058         0.00001   0.00027   0.00001
2059         0.00001   0.00027   0.00001
2060         0.00001   0.00026   0.00001
2061         0.00001   0.00026   0.00001
2062         0.00001   0.00025   0.00001
2063         0.00001   0.00025   0.00001
2064         0.00001   0.00024   0.00001
2065         0.00001   0.00023   0.00001
2066         0.00001   0.00023   0.00001
2067         0.00001   0.00022   0.00001
2068         0.00001   0.00022   0.00001
2069         0.00001   0.00021   0.00001
2070         0.00001   0.00021   0.00001
2071         0.00001   0.00021   0.00001
2072         0.00001   0.00020   0.00001
2073         0.00001   0.00020   0.00001
2074         0.00001   0.00019   0.00001
2075         0.00001   0.00019   0.00001
2076         0.00001   0.00019   0.00001
2077         0.00001   0.00018   0.00001
2078         0.00001   0.00018   0.00001
2079         0.00001   0.00018   0.00001
2080         0.00001   0.00017   0.00001
2081         0.00001   0.00017   0.00001
2082         0.00001   0.00017   0.00001
2083         0.00001   0.00017   0.00001
2084         0.00001   0.00017   0.00001
2085         0.00001   0.00017   0.00001
2086         0.00001   0.00017   0.00001
2087         0.00001   0.00016   0.00001
2088         0.00001   0.00016   0.00001
2089         0.00001   0.00016   0.00001
2090         0.00001   0.00016   0.00001
2091         0.00001   0.00016   0.00001
2092         0.00001   0.00016   0.00001
2093         0.00001   0.00016   0.00001
2094         0.00001   0.00016   0.00001
2095         0.00001   0.00016   0.00001
2096         0.00001   0.00016   0.00001
2097         0.00001   0.00016   0.00001
2098         0.00001   0.00016   0.00001
2099         0.00001   0.00017   0.00001
2100         0.00001   0.00017   0.00001
2101         0.00001   0.00017   0.00001
2102         0.00001   0.00017   0.00001
2103         0.00001   0.00017   0.00001
2104         0.00001   0.00017   0.00001
2105         0.00001   0.00017   0.00001
2106         0.00001   0.00018   0.00001
2107         0.00001   0.00018   0.00001
2108         0.00001   0.00018   0.00001
2109         0.00001   0.00018   0.00001
2110         0.00001   0.00019   0.00001
2111         0.00001   0.00019   0.00001
2112         0.00001   0.00019   0.00001
2113         0.00001   0.00020   0.00001
2114         0.00001   0.00020   0.00001
2115         0.00001   0.00020   0.00001
2116         0.00001   0.00020   0.00001
2117         0.00001   0.00021   0.00001
2118         0.00001   0.00021   0.00001
2119         0.00001   0.00022   0.00001
2120         0.00001   0.00022   0.00001
2121         0.00001   0.00022   0.00001
2122         0.00001   0.00023   0.00001
2123         0.00001   0.00023   0.00001
2124         0.00001   0.00024   0.00001
2125         0.00001   0.00024   0.00001
2126         0.00001   0.00025   0.00001
2127         0.00001   0.00025   0.00001
2128         0.00001   0.00026   0.00001
2129         0.00001   0.00027   0.00001
2130         0.00001   0.00027   0.00001
2131         0.00001   0.00028   0.00001
2132         0.00001   0.00028   0.00001
2133         0.00001   0.00029   0.00001
2134         0.00001   0.00030   0.00001
2135         0.00001   0.00030   0.00001
2136         0.00001   0.00031   0.00001
2137         0.00001   0.00031   0.00001
2138         0.00001   0.00032   0.00001
2139         0.00001   0.00032   0.00001
2140         0.00001   0.00033   0.00001
2141         0.00001   0.00033   0.00001
2142         0.00001   0.00033   0.00001
2143         0.00001   0.00034   0.00001
2144         0.00001   0.00034   0.00001
2145         0.00001   0.00035   0.00001
2146         0.00001   0.00035   0.00001
2147         0.00001   0.00036   0.00001
2148         0.00001   0.00036   0.00001
2149         0.00001   0.00036   0.00001
2150         0.00001   0.00036   0.00001
2151         0.00001   0.00036   0.00001
2152         0.00001   0.00036   0.00001
2153         0.00001   0.00036   0.00001
2154         0.00001   0.00036   0.00001
2155         0.00001   0.00037   0.00001
2156         0.00001   0.00037   0.00001
2157         0.00001   0.00037   0.00001
2158         0.00001   0.00037   0.00001
2159         0.00001   0.00037   0.00001
2160         0.00001   0.00037   0.00001
2161         0.00001   0.00037   0.00001
2162         0.00001   0.00037   0.00001
2163         0.00001   0.00037   0.00001
2164         0.00001   0.00036   0.00001
2165         0.00001   0.00036   0.00001
2166         0.00001   0.00036   0.00001
2167         0.00001   0.00036   0.00001
2168         0.00001   0.00035   0.00001
2169         0.00001   0.00035   0.00001
2170         0.00001   0.00035   0.00001
2171         0.00001   0.00035   0.00001
2172         0.00001   0.00034   0.00001
2173         0.00001   0.00034   0.00001
2174         0.00002   0.00034   0.00001
2175         0.00002   0.00034   0.00001
2176         0.00003   0.00034   0.00001
2177         0.00004   0.00034   0.00001
2178         0.00004   0.00033   0.00001
2179         0.00005   0.00033   0.00001
2180         0.00006   0.00033   0.00001
2181         0.00007   0.00033   0.00001
2182         0.00007   0.00033   0.00001
2183         0.00008   0.00033   0.00001
2184         0.00009   0.00032   0.00001
2185         0.00009   0.00032   0.00001
2186         0.00008   0.00032   0.00001
2187         0.00008   0.00032   0.00001
2188         0.00007   0.00032   0.00001
2189         0.00007   0.00032   0.00001
2190         0.00006   0.00032   0.00001
2191         0.00006   0.00032   0.00001
2192         0.00006   0.00032   0.00001
2193         0.00005   0.00032   0.00001
2194         0.00005   0.00031   0.00001
2195         0.00004   0.00031   0.00001
2196         0.00004   0.00031   0.00001
2197         0.00003   0.00031   0.00001
2198         0.00003   0.00031   0.00001
2199         0.00003   0.00031   0.00001
2200         0.00002   0.00031   0.00001
2201         0.00002   0.00031   0.00001
2202         0.00002   0.00031   0.00001
2203         0.00003   0.00031   0.00001
2204         0.00003   0.00031   0.00001
2205         0.00003   0.00031   0.00001
2206         0.00003   0.00031   0.00001
2207         0.00003   0.00032   0.00001
2208         0.00003   0.00032   0.00001
2209         0.00004   0.00032   0.00001
2210         0.00004   0.00032   0.00001
2211         0.00004   0.00032   0.00001
2212         0.00004   0.00032   0.00001
2213         0.00004   0.00032   0.00001
2214         0.00005   0.00032   0.00001
2215         0.00005   0.00032   0.00001
2216         0.00005   0.00032   0.00001
2217         0.00005   0.00033   0.00001
2218         0.00005   0.00033   0.00001
2219         0.00004   0.00033   0.00001
2220         0.00004   0.00033   0.00001
2221         0.00004   0.00033   0.00001
2222         0.00003   0.00033   0.00001
2223         0.00003   0.00034   0.00001
2224         0.00003   0.00034   0.00001
2225         0.00003   0.00034   0.00001
2226         0.00002   0.00034   0.00001
2227         0.00002   0.00034   0.00001
2228         0.00002   0.00034   0.00001
2229         0.00002   0.00034   0.00001
2230         0.00001   0.00034   0.00001
2231         0.00001   0.00034   0.00001
2232         0.00001   0.00034   0.00001
2233         0.00001   0.00034   0.00001
2234         0.00001   0.00034   0.00001
2235         0.00001   0.00034   0.00001
2236         0.00001   0.00034   0.00001
2237         0.00001   0.00034   0.00001
2238         0.00001   0.00034   0.00001
2239         0.00001   0.00034   0.00001
2240         0.00001   0.00034   0.00001
2241         0.00001   0.00034   0.00001
2242         0.00001   0.00034   0.00001
2243         0.00001   0.00034   0.00001
2244         0.00001   0.00034   0.00001
2245         0.00001   0.00034   0.00001
2246         0.00001   0.00034   0.00001
2247         0.00001   0.00034   0.00001
2248         0.00001   0.00034   0.00001
2249         0.00001   0.00034   0.00001
2250         0.00001   0.00034   0.00001
2251         0.00001   0.00034   0.00001
2252         0.00001   0.00034   0.00001
2253         0.00001   0.00034   0.00001
2254         0.00001   0.00034   0.00001
2255         0.00001   0.00034   0.00001
2256         0.00001   0.00034   0.00001
2257         0.00001   0.00034   0.00001
2258         0.00001   0.00034   0.00001
2259         0.00001   0.00033   0.00001
2260         0.00001   0.00033   0.00001
2261         0.00001   0.00033   0.00001
2262         0.00001   0.00033   0.00001
2263         0.00001   0.00033   0.00001
2264         0.00001   0.00033   0.00001
2265         0.00001   0.00033   0.00001
2266         0.00001   0.00033   0.00001
2267         0.00001   0.00033   0.00001
2268         0.00002   0.00033   0.00001
2269         0.00002   0.00033   0.00001
2270         0.00002   0.00033   0.00001
2271         0.00002   0.00033   0.00001
2272         0.00002   0.00032   0.00001
2273         0.00003   0.00032   0.00001
2274         0.00003   0.00032   0.00001
2275         0.00003   0.00032   0.00001
2276         0.00003   0.00032   0.00001
2277         0.00003   0.00032   0.00001
2278         0.00004   0.00032   0.00001
2279         0.00004   0.00032   0.00001
2280         0.00004   0.00032   0.00001
2281         0.00004   0.00032   0.00001
2282         0.00004   0.00032   0.00001
2283         0.00003   0.00032   0.00001
2284         0.00003   0.00032   0.00001
2285         0.00003   0.00032   0.00001
2286         0.00003   0.00032   0.00001
2287         0.00003   0.00032   0.00001
2288         0.00003   0.00032   0.00001
2289         0.00003   0.00032   0.00001
2290         0.00003   0.00032   0.00001
2291         0.00003   0.00032   0.00001
2292         0.00003   0.00032   0.00001
2293         0.00003   0.00032   0.00001
2294         0.00003   0.00032   0.00001
2295         0.00003   0.00032   0.00001
2296         0.00003   0.00032   0.00001
2297         0.00003   0.00032   0.00001
2298         0.00003   0.00033   0.00001
2299         0.00003   0.00033   0.00001
2300         0.00003   0.00033   0.00001
2301         0.00003   0.00033   0.00001
2302         0.00003   0.00033   0.00001
2303         0.00003   0.00033   0.00001
2304         0.00004   0.00033   0.00001
2305         0.00006   0.00033   0.00001
2306         0.00007   0.00033   0.00001
2307         0.00008   0.00033   0.00001
2308         0.00009   0.00033   0.00001
2309         0.00010   0.00033   0.00001
2310         0.00011   0.00033   0.00001
2311         0.00012   0.00033   0.00001
2312         0.00014   0.00033   0.00001
2313         0.00015   0.00033   0.00001
2314         0.00016   0.00033   0.00001
2315         0.00017   0.00033   0.00001
2316         0.00018   0.00033   0.00001
2317         0.00019   0.00033   0.00001
2318         0.00021   0.00033   0.00001
2319         0.00022   0.00033   0.00001
2320         0.00023   0.00033   0.00001
2321         0.00024   0.00033   0.00001
2322         0.00025   0.00033   0.00001
2323         0.00026   0.00033   0.00001
2324         0.00025   0.00033   0.00001
2325         0.00024   0.00033   0.00001
2326         0.00023   0.00033   0.00001
2327         0.00022   0.00033   0.00001
2328         0.00021   0.00033   0.00001
2329         0.00020   0.00033   0.00001
2330         0.00019   0.00033   0.00001
2331         0.00018   0.00033   0.00001
2332         0.00017   0.00033   0.00001
2333         0.00017   0.00033   0.00001
2334         0.00016   0.00033   0.00001
2335         0.00015   0.00033   0.00001
2336         0.00014   0.00033   0.00001
2337         0.00013   0.00033   0.00001
2338         0.00012   0.00033   0.00001
2339         0.00011   0.00033   0.00001
2340         0.00010   0.00033   0.00001
2341         0.00009   0.00033   0.00001
2342         0.00008   0.00033   0.00001
2343         0.00007   0.00033   0.00001
2344         0.00006   0.00033   0.00001
2345         0.00006   0.00033   0.00001
2346         0.00005   0.00033   0.00001
2347         0.00004   0.00033   0.00001
2348         0.00003   0.00033   0.00001
2349         0.00003   0.00033   0.00001
2350         0.00003   0.00033   0.00001
2351         0.00003   0.00033   0.00001
2352         0.00003   0.00033   0.00001
2353         0.00003   0.00033   0.00001
2354         0.00003   0.00033   0.00001
2355         0.00003   0.00033   0.00001
2356         0.00003   0.00033   0.00001
2357         0.00003   0.00033   0.00001
2358         0.00003   0.00033   0.00001
2359         0.00003   0.00033   0.00001
2360         0.00003   0.00033   0.00001
2361         0.00003   0.00033   0.00001
2362         0.00004   0.00033   0.00001
2363         0.00005   0.00033   0.00001
2364         0.00006   0.00033   0.00001
2365         0.00007   0.00033   0.00001
2366         0.00007   0.00033   0.00001
2367         0.00008   0.00033   0.00001
2368         0.00009   0.00033   0.00001
2369         0.00010   0.00033   0.00001
2370         0.00010   0.00033   0.00001
2371         0.00011   0.00033   0.00001
2372         0.00012   0.00033   0.00001
2373         0.00013   0.00033   0.00001
2374         0.00013   0.00033   0.00001
2375         0.00014   0.00033   0.00001
2376         0.00015   0.00033   0.00001
2377         0.00016   0.00033   0.00001
2378         0.00017   0.00033   0.00001
2379         0.00017   0.00033   0.00001
2380         0.00018   0.00033   0.00001
2381         0.00019   0.00033   0.00001
2382         0.00020   0.00033   0.00001
2383         0.00020   0.00033   0.00001
2384         0.00021   0.00033   0.00001
2385         0.00022   0.00033   0.00001
2386         0.00023   0.00034   0.00001
2387         0.00024   0.00034   0.00001
2388         0.00024   0.00034   0.00001
2389         0.00025   0.00034   0.00001
2390         0.00026   0.00034   0.00001
2391         0.00027   0.00034   0.00001
2392         0.00027   0.00034   0.00001
2393         0.00028   0.00035   0.00001
2394         0.00028   0.00035   0.00001
2395         0.00027   0.00035   0.00001
2396         0.00027   0.00035   0.00001
2397         0.00026   0.00035   0.00001
2398         0.00026   0.00035   0.00001
2399         0.00026   0.00035   0.00001
2400         0.00025   0.00035   0.00001
2401         0.00025   0.00035   0.00001
2402         0.00024   0.00035   0.00001
2403         0.00024   0.00035   0.00001
2404         0.00024   0.00035   0.00001
2405         0.00023   0.00035   0.00001
2406         0.00023   0.00035   0.00001
2407         0.00022   0.00035   0.00001
2408         0.00022   0.00035   0.00001
2409         0.00022   0.00035   0.00001
2410         0.00021   0.00035   0.00001
2411         0.00021   0.00035   0.00001
2412         0.00022   0.00035   0.00001
2413         0.00022   0.00035   0.00001
2414         0.00022   0.00035   0.00001
2415         0.00023   0.00035   0.00001
2416         0.00023   0.00035   0.00001
2417         0.00024   0.00035   0.00001
2418         0.00024   0.00035   0.00001
2419         0.00025   0.00035   0.00001
2420         0.00025   0.00035   0.00001
2421         0.00026   0.00035   0.00001
2422         0.00027   0.00035   0.00001
2423         0.00030   0.00035   0.00001
2424         0.00034   0.00035   0.00001
2425         0.00037   0.00035   0.00001
2426         0.00040   0.00035   0.00001
2427         0.00043   0.00035   0.00001
2428         0.00046   0.00035   0.00001
2429         0.00049   0.00034   0.00001
2430         0.00052   0.00034   0.00001
2431         0.00056   0.00034   0.00001
2432         0.00059   0.00034   0.00001
2433         0.00067   0.00034   0.00001
2434         0.00079   0.00034   0.00001
2435         0.00091   0.00034   0.00001
2436         0.00103   0.00034   0.00001
2437         0.00114   0.00034   0.00001
2438         0.00126   0.00033   0.00001
2439         0.00138   0.00033   0.00001
2440         0.00153   0.00033   0.00001
2441         0.00172   0.00033   0.00001
2442         0.00190   0.00033   0.00001
2443         0.00209   0.00033   0.00001
2444         0.00228   0.00033   0.00001
2445         0.00247   0.00032   0.00001
2446         0.00266   0.00032   0.00001
2447         0.00284   0.00032   0.00001
2448         0.00303   0.00032   0.00001
2449         0.00307   0.00032   0.00001
2450         0.00292   0.00031   0.00001
2451         0.00276   0.00031   0.00001
2452         0.00261   0.00031   0.00001
2453         0.00245   0.00030   0.00001
2454         0.00230   0.00030   0.00001
2455         0.00214   0.00030   0.00001
2456         0.00199   0.00029   0.00001
2457         0.00183   0.00029   0.00001
2458         0.00170   0.00029   0.00001
2459         0.00161   0.00029   0.00001
2460         0.00152   0.00028   0.00001
2461         0.00143   0.00028   0.00001
2462         0.00137   0.00028   0.00001
2463         0.00132   0.00027   0.00001
2464         0.00127   0.00027   0.00001
2465         0.00123   0.00027   0.00001
2466         0.00121   0.00027   0.00001
2467         0.00119   0.00027   0.00001
2468         0.00118   0.00026   0.00001
2469         0.00116   0.00026   0.00001
2470         0.00114   0.00026   0.00001
2471         0.00115   0.00026   0.00001
2472         0.00117   0.00025   0.00001
2473         0.00119   0.00025   0.00001
2474         0.00120   0.00025   0.00001
2475         0.00122   0.00025   0.00001
2476         0.00126   0.00024   0.00001
2477         0.00131   0.00024   0.00001
2478         0.00137   0.00024   0.00001
2479         0.00143   0.00024   0.00001
2480         0.00149   0.00024   0.00001
2481         0.00155   0.00023   0.00001
2482         0.00161   0.00023   0.00001
2483         0.00169   0.00023   0.00001
2484         0.00188   0.00023   0.00001
2485         0.00207   0.00022   0.00001
2486         0.00226   0.00022   0.00001
2487         0.00245   0.00022   0.00001
2488         0.00263   0.00022   0.00001
2489         0.00282   0.00022   0.00001
2490         0.00301   0.00022   0.00001
2491         0.00320   0.00022   0.00001
2492         0.00339   0.00022   0.00001
2493         0.00357   0.00021   0.00001
2494         0.00383   0.00021   0.00001
2495         0.00417   0.00021   0.00001
2496         0.00451   0.00021   0.00001
2497         0.00485   0.00021   0.00001
2498         0.00519   0.00021   0.00001
2499         0.00552   0.00021   0.00001
2500         0.00586   0.00021   0.00001
2501         0.00613   0.00022   0.00001
2502         0.00620   0.00022   0.00001
2503         0.00626   0.00022   0.00001
2504         0.00632   0.00022   0.00001
2505         0.00638   0.00022   0.00001
2506         0.00644   0.00023   0.00001
2507         0.00650   0.00023   0.00001
2508         0.00657   0.00023   0.00001
2509         0.00663   0.00023   0.00001
2510         0.00669   0.00023   0.00001
2511         0.00675   0.00024   0.00001
2512         0.00681   0.00024   0.00001
2513         0.00687   0.00024   0.00001
2514         0.00694   0.00024   0.00001
2515         0.00700   0.00024   0.00001
2516         0.00706   0.00025   0.00001
2517         0.00712   0.00025   0.00001
2518         0.00718   0.00025   0.00001
2519         0.00724   0.00025   0.00001
2520         0.00731   0.00026   0.00001
2521         0.00737   0.00026   0.00001
2522         0.00743   0.00026   0.00001
2523         0.00749   0.00026   0.00001
2524         0.00755   0.00026   0.00001
2525         0.00761   0.00027   0.00001
2526         0.00768   0.00027   0.00001
2527         0.00774   0.00027   0.00001
2528         0.00780   0.00027   0.00001
2529         0.00786   0.00027   0.00001
2530         0.00792   0.00028   0.00001
2531         0.00798   0.00028   0.00001
2532         0.00805   0.00028   0.00001
2533         0.00811   0.00028   0.00001
2534         0.00817   0.00028   0.00001
2535         0.00823   0.00029   0.00001
2536         0.00829   0.00029   0.00001
2537         0.00835   0.00029   0.00001
2538         0.00842   0.00029   0.00001
2539         0.00848   0.00029   0.00001
2540         0.00854   0.00030   0.00001
2541         0.00860   0.00030   0.00001
2542         0.00866   0.00030   0.00001
2543         0.00872   0.00030   0.00001
2544         0.00879   0.00030   0.00001
2545         0.00885   0.00031   0.00001
2546         0.00891   0.00031   0.00001
2547         0.00897   0.00031   0.00001
2548         0.00903   0.00031   0.00001
2549         0.00909   0.00031   0.00001
2550         0.00916   0.00032   0.00001
2551         0.00922   0.00032   0.00002
2552         0.00928   0.00032   0.00002
2553         0.00934   0.00032   0.00002
2554         0.00940   0.00033   0.00002
2555         0.00946   0.00033   0.00002
2556         0.00953   0.00033   0.00002
2557         0.00959   0.00033   0.00002
2558         0.00965   0.00033   0.00002
2559         0.00971   0.00034   0.00002
2560         0.00977   0.00034   0.00002
2561         0.00983   0.00034   0.00002
2562         0.00990   0.00034   0.00002
2563         0.00996   0.00034   0.00002
2564         0.01002   0.00035   0.00002
2565         0.01008   0.00035   0.00002
2566         0.01014   0.00035   0.00002
2567         0.01020   0.00035   0.00002
2568         0.01027   0.00035   0.00002
2569         0.01033   0.00036   0.00002
2570         0.01039   0.00036   0.00002
2571         0.01045   0.00036   0.00002
2572         0.01051   0.00036   0.00002
2573         0.01057   0.00036   0.00002
2574         0.01064   0.00037   0.00002
2575         0.01070   0.00037   0.00002
2576         0.01076   0.00037   0.00002
2577         0.01082   0.00037   0.00002
2578         0.01088   0.00037   0.00002
2579         0.01094   0.00038   0.00002
2580         0.01101   0.00038   0.00002
2581         0.01107   0.00038   0.00002
2582         0.01113   0.00038   0.00002
2583         0.01119   0.00038   0.00002
2584         0.01125   0.00039   0.00002
2585         0.01131   0.00039   0.00002
2586         0.01138   0.00039   0.00002
2587         0.01144   0.00039   0.00002
2588         0.01150   0.00040   0.00002
2589         0.01156   0.00040   0.00002
2590         0.01162   0.00040   0.00002
2591         0.01168   0.00040   0.00002
2592         0.01175   0.00040   0.00002
2593         0.01181   0.00041   0.00002
2594         0.01187   0.00041   0.00002
2595         0.01193   0.00041   0.00002
2596         0.01199   0.00041   0.00002
2597         0.01205   0.00041   0.00002
2598         0.01212   0.00042   0.00002
2599         0.01218   0.00042   0.00002
2600         0.01224   0.00042   0.00002
